"10003496" "Male" "White" -0.58 "none" . 44.0497 52.9905 . . . . . . . 52.0111 58.7467 . . . . . . . . 27.5714 . . . . . . . 18 17 . . . . . . . 94 105 . . . . . . . 435 470 . . . . . . .
"10003541" "Male" "other" -0.75 "center" 23 32.8527 38.3797 44.9873 55.5625 62.19 71.8737 90.3616 104.0351 112.4425 41.3287 56.1348 67.5983 72.4397 70.495 84.4309 93.0554 108.1083 106.5842 . 32.1468 47.1191 49.7781 51.4967 45.4632 58.0606 74.8424 78.308 16 15 16 13 5.1795 6.4666 6.798 6.2651 7.2497 80 72 81 91 97 97 91 71 87 403 403 435 462 476 483 483 462 489
"10003613" "Male" "White" -0.605 "none" 23 48.0254 56.9782 . 84.6448 . 101.2751 121.127 132.1658 129.0212 42.2394 68.2606 . 105.6101 . 122.7689 121.7002 140.2925 140.2194 . 36.7165 . 40.6442 . 52.2335 67.2629 76.2737 80.9029 14 16 . 18 . 6.2698 7.4931 7.913 8.4035 118 106 . 110 . 108 102 111 111 476 470 . 489 . 496 496 516 522
"10003623" "Female" "White" -0.048 "center" 14 41.3566 53.6076 . . . . . . . 71.4435 109.2306 . . . . . . . . 36.5836 . . . . . . . 15 16 . . . . . . . 118 105 . . . . . . . 470 462 . . . . . . .
"10003798" "Male" "White" -0.944 "relative" 22 21.357 21.9599 16.2003 29.2214 35.1072 32.1391 66.1839 76.5371 82.6322 48.1038 44.1977 49.2755 61.1128 64.983 73.8539 89.0138 98.3453 105.2707 . 27.2828 31.8436 37.957 43.4917 30.892 47.4097 51.696 52.8499 7 16 10 15 5.7801 2.25 6.7963 7.9349 8.1553 . 75 68 60 51 44 35 62 57 403 403 403 403 403 403 403 448 448
"10003960" "Female" "White" -0.844 "none" 3 33.3759 37.9629 52.9506 65.2811 73.823 89.3802 90.9376 99.3592 125.6663 47.9675 62.5001 70.0677 95.8444 112.8394 107.782 129.9562 136.7527 144.127 . 31.275 39.4157 45.3369 52.6213 52.6249 67.7407 65.4694 75.2803 14 15 13 16 7.0502 7.1033 7.8979 8.671 9.2 76 74 107 51 54 99 94 85 80 403 419 483 403 419 489 489 483 483
"10003991" "Female" "White" 0.0776 "none" 19 35.4814 68.1575 . 91.9123 . . . . . 60.0826 109.035 . 121.9549 . . . . . . 42.399 . 57.3258 . . . . . 18 18 . 17 . . . . . 94 88 . 77 . . . . . 448 448 . 448 . . . . .
"10004130" "Male" "Hispanic" 0.0943 "center" 16 29.9743 . . . . . . . . 43.3219 . . . . . . . . . . . . . . . . . 16 . . . . . . . . 80 . . . . . . . . 403 . . . . . . . .
"10004135" "Male" "Black" 0.0426 . 20 . 54.9839 . 68.279 . 74.4974 92.7585 109.2077 120.8949 . 65.0266 . 88.4263 . 118.5294 127.7689 123.509 125.5385 . 37.7785 . 51.2534 . 49.7053 57.3158 67.1182 71.2509 . 15 . 16 . 3.875 7.4459 7.4978 7.7305 . 114 . 98 . 104 132 107 88 . 476 . 470 . 489 534 509 489
"10004232" "Female" "Hispanic" -0.152 "non-relative" 41 35.347 39.0292 . . 57.2882 54.7504 78.9229 83.9433 95.5163 59.0145 60.8444 . . 94.9602 96.4179999999999 120.0731 122.4506 123.4188 . 34.5057 . . 44.4224 42.7301 52.8442 63.868 68.3751 14 15 . . 6.8286 5.998 7.3091 7.6177 6.6449 80 87 . . 76 82 95 81 81 410 435 . . 448 462 489 476 483
